HOG,OG,Gene Tree Parent Clade,A_aulacocarpa_prot,A_thaliana_prot,A_trichopoda_prot,C_sativus_prot,E_grandis_prot,G_maderense_prot,G_raimondii_prot,H_annuus_prot,L_chinense_prot,L_siphilitica_prot,M_acuminata_prot,O_biennis_prot,O_sativa_prot,P_maritima_prot,P_persica_prot,P_trichocarpa_prot,S_lycopersicum_prot,S_noctiflora_prot,S_polyrhiza_prot,V_vinifera_prot
N1.HOG0024619,OG0020565,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024620,OG0020566,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024621,OG0020567,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024622,OG0020568,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024623,OG0020569,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024624,OG0020570,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024625,OG0020571,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024626,OG0020572,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024627,OG0020573,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024628,OG0020574,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024629,OG0020575,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024630,OG0020576,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024631,OG0020577,-,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024632,OG0020578,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024633,OG0020579,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024634,OG0020580,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024635,OG0020581,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024636,OG0020582,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024637,OG0020583,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024638,OG0020584,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024639,OG0020585,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024640,OG0020586,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024641,OG0020587,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024642,OG0020588,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024643,OG0020589,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024644,OG0020590,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024645,OG0020591,-,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024646,OG0020592,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024647,OG0020593,-,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024648,OG0020594,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024649,OG0020595,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024650,OG0020596,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024651,OG0020597,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024652,OG0020598,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024653,OG0020599,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024654,OG0020600,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024655,OG0020601,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024656,OG0020602,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024657,OG0020604,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024658,OG0020605,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024659,OG0020606,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024660,OG0020607,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024661,OG0020608,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024662,OG0020609,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024663,OG0020610,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024664,OG0020611,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024665,OG0020612,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024666,OG0020613,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024667,OG0020614,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024668,OG0020615,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024669,OG0020616,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024670,OG0020617,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024671,OG0020618,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024672,OG0020619,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024673,OG0020620,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024674,OG0020621,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024675,OG0020622,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024676,OG0020623,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024677,OG0020624,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024678,OG0020625,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024679,OG0020626,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024680,OG0020627,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024681,OG0020628,-,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024682,OG0020629,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024683,OG0020630,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024684,OG0020631,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024685,OG0020632,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024686,OG0020633,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024687,OG0020634,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024688,OG0020635,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024689,OG0020636,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024690,OG0020637,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024691,OG0020638,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024692,OG0020639,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024693,OG0020640,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024694,OG0020641,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024695,OG0020642,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024696,OG0020643,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024697,OG0020644,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024698,OG0020645,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024699,OG0020646,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024700,OG0020647,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024701,OG0020648,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024702,OG0020649,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024703,OG0020650,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024704,OG0020651,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024705,OG0020652,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024706,OG0020653,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024707,OG0020654,-,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024708,OG0020655,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024709,OG0020656,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024710,OG0020657,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024711,OG0020658,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024712,OG0020659,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024713,OG0020660,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024714,OG0020661,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024715,OG0020662,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024716,OG0020663,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024717,OG0020664,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024718,OG0020665,-,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024719,OG0020666,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024720,OG0020667,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024721,OG0020668,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024722,OG0020669,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024723,OG0020670,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024724,OG0020671,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024725,OG0020672,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024726,OG0020673,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024727,OG0020674,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024728,OG0020675,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024729,OG0020676,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024730,OG0020677,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024731,OG0020678,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024732,OG0020679,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024733,OG0020680,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024734,OG0020681,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024735,OG0020682,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024736,OG0020683,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024737,OG0020684,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024738,OG0020685,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024739,OG0020686,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024740,OG0020687,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024741,OG0020688,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024742,OG0020689,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024743,OG0020690,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024744,OG0020691,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024745,OG0020692,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024746,OG0020693,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024747,OG0020694,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024748,OG0020695,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024749,OG0020696,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024750,OG0020697,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024751,OG0020698,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024752,OG0020699,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024753,OG0020700,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024754,OG0020701,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024755,OG0020702,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024756,OG0020703,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024757,OG0020704,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024758,OG0020705,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024759,OG0020706,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024760,OG0020707,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024761,OG0020708,-,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024762,OG0020709,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024763,OG0020710,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024764,OG0020711,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024765,OG0020712,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024766,OG0020713,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024767,OG0020714,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024768,OG0020715,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024769,OG0020716,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024770,OG0020717,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024771,OG0020718,-,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024772,OG0020719,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024773,OG0020720,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024774,OG0020721,-,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024775,OG0020722,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0024776,OG0020723,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024777,OG0020725,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024778,OG0020726,-,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024779,OG0020727,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024780,OG0020729,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024781,OG0020730,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024782,OG0020731,-,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024783,OG0020732,-,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024784,OG0020733,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024785,OG0020734,-,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.HOG0024786,OG0020735,-,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024787,OG0020736,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024788,OG0020737,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024789,OG0020738,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024790,OG0020739,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N1.HOG0024791,OG0020740,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024792,OG0020741,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N1.HOG0024793,OG0020742,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024794,OG0020743,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024795,OG0020744,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024796,OG0020745,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024797,OG0020746,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024798,OG0020747,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024799,OG0020748,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024800,OG0020749,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024801,OG0020750,-,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024802,OG0020751,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024803,OG0020752,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024804,OG0020753,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024805,OG0020754,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024806,OG0020755,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024807,OG0020756,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024808,OG0020757,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024809,OG0020758,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024810,OG0020759,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024811,OG0020760,-,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024812,OG0020761,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024813,OG0020762,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024814,OG0020763,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024815,OG0020764,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024816,OG0020765,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024817,OG0020766,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024818,OG0020767,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024819,OG0020768,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024820,OG0020769,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024821,OG0020770,-,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024822,OG0020771,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024823,OG0020772,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024824,OG0020773,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024825,OG0020774,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024826,OG0020775,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024827,OG0020776,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024828,OG0020777,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024829,OG0020778,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024830,OG0020779,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024831,OG0020780,-,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0024832,OG0020781,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024833,OG0020782,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024834,OG0020783,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024835,OG0020784,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024836,OG0020785,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024837,OG0020786,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024838,OG0020787,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024839,OG0020788,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024840,OG0020789,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024841,OG0020790,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024842,OG0020791,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024843,OG0020792,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024844,OG0020793,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024845,OG0020794,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024846,OG0020795,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024847,OG0020796,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024848,OG0020797,-,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024849,OG0020798,-,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024850,OG0020799,-,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0024851,OG0020800,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024852,OG0020801,-,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024853,OG0020802,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024854,OG0020803,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024855,OG0020804,-,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
